title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus	population_required	iri
Data on Vital Statistics of the Republic of Azerbaijan	"This website with data contains data about yearly demographic, births and deaths in Azerbaijan from 1995 to 2017 in XLSX and PDF format. Spaital coverage is country, and spatial resolution is country. Temporal coverage is 1995-2017. Temporal resolution is yearly. Open acceess."	MIDAS-ISG:WS-000033	null	"The State Statistical Committee of the Republic of Azerbaijan, database"	null	null	null	http://www.azstat.org/MESearch/search?departament=21&lang=az	null	XLSX; PDF	null	null	Azerbaijan	5113	AZ	null	null	null	null	humans in Azerbaijan	http://www.pitt.edu/obc/IDE_0000000901
Data on Vital Statistics of the Republic of Belarus	"This website with data contains data about demographic in Belarus from 1939 to 2017 year in RTF, XLS, PDF, XML format. Spatial coverage is country and spatial resolution is country and city. Temporal coverage is 1939-2017. Temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000046	null	National Statistical Committee of the Republic of Belarus	null	null	null	http://dataportal.belstat.gov.by/Indicators/Search	null	XML; XLS; meta; RTF; PDF	null	null	Belarus	4972	BY	null	null	null	null	humans in Belarus	http://www.pitt.edu/obc/IDE_0000000860
Database on health indicators and infectious diseases of the Republic of Armenia	"This database contains data about demographic, vaccination, prevalence of HIV, malaria, tuberculosis in Armenia by region from 1993 to 2016 in HTML, XML, XLSX format. Spatial coverage is country, and spatial resolutoion is region. Temporal coverage is 1993-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000018	null	DevInfo	null	null	null	http://www.armdevinfo.am/	null	HTML; XML; XLSX	null	null	Armenia	4985	AM	null	null	null	null	Mycobacterium tuberculosis in Armenia	http://www.pitt.edu/obc/IDE_0000004503
Demographic and Health Survey (DHS) Reports for Senegal	"This website with data contains data about vaccinations, prevalence and treatment of symptoms of ARI, prevalence and treatment of fever and diarrhea in Senegal fror 1986, 1993, 1997, 2010-2015 year in PDF format. Spatial coverage is 1986, 1993, 1997 , 2010-2015 year, and spatial resolution is yearly. Open access."	MIDAS-ISG:WS-000393	null	National Agency for Statistics and Demography of Senegal	null	null	null	http://www.ansd.sn/index.php?option=com_ansd&view=titrepublication&id=38	null	PDF	null	null	Senegal	5083	SN	null	null	null	null	Salmonella typhi in Senegal	http://www.pitt.edu/obc/IDE_0000004604
"Demographic and Health Survey Report for Solomon Islands, 2015"	This website with data contains data about population and children's vaccination from Solomon Islands at country level in 2015 in PDF format. Open access.	MIDAS-ISG:WS-000413	null	Solomon Islands National Statistics Office	null	null	null	http://www.statistics.gov.sb/images/SolomonFiles/Survey_Statistics/DHS_2015/Final-Report_SI-Demographic-and-Health-Survey-2015.pdf	null	PDF	null	null	Solomon Islands	5193	SB	null	null	null	null	HIV-1 in Solomon Islands	http://www.pitt.edu/obc/IDE_0000004151
Demographic Data and Infectious Diseases in Chad	"This website with data contains data about proportion of people with diseases, including infectious diseases and vaccination coverage rates in Chad from 2012 to 2013 year in PDF format. Spatial coverage is country, and spatial resolution is country, district. Temporal coverage is 2012-2013, and temporal resolution is yearly, monthly. Open access."	MIDAS-ISG:WS-000083	null	Ministry of Health of Chad	null	null	null	http://www.sante-tchad.org/downloads/Documents-en-ligne_t14212.html	null	PDF	null	null	Chad	5150	TD	null	null	null	null	HIV-1 in Chad	http://www.pitt.edu/obc/IDE_0000004292
Demographic Data and Vaccination Coverage reports in Cambodia	"This website with data contains data about demographics, births, antenatal care and utilization of health services in Cambodia at province or country level with a yearly temporal resolution in PDF format. Open access."	MIDAS-ISG:WS-000076	null	"The Department of Planning and Health Information, Ministry of Health of Cambodia"	null	null	null	http://www.hiscambodia.org/public/health_statistic_en.php?m=6	null	PDF	null	null	Cambodia	5140	KH	null	null	null	null	Plasmodium falciparum in Cambodia	http://www.pitt.edu/obc/IDE_0000004570
Demographic Data of the National Statistical Committee of the Republic of Ukraine	"This website with data contains data about demographic in Ukraine by regions from 2013 to 2016 in HTML format. Spatial coverage is country, and spatial resolution is country, subcountry, state. Temporal coverage is 2003-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000467	null	"UkraineStat, National Statistical Committee of the Republic of Ukraine"	null	null	null	https://ukrstat.org/operativ/operativ2016/ds/kn/kn_r/kn0516_r.html	null	HTML	null	null	Ukraine	4958	UA	null	null	null	null	humans in Ukraine	http://www.pitt.edu/obc/IDE_0000000857
Demographic Data of the Turkish Statistical Institute	"This website with data contains data about demographic, vital statistics in Turkey from 2001 to 2016 year in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2016, and temporal resoulation is yearly. Open access."	MIDAS-ISG:WS-000458	null	Turkish Statistical Institute	null	null	null	http://www.turkstat.gov.tr/UstMenu.do?metod=temelist	null	XLSX	null	null	Turkey	5100	TR	null	null	null	null	humans in Turkey	http://www.pitt.edu/obc/IDE_0000000900
"Demographic, Vital Statistics and Infectious Disease in Greece, 2007-2015"	"This website with data contains data about reportted cases of infectious diseases in Greece from 2007 to 2015 year in XLS format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 2007-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000149	null	Greek Statistical Authority	null	null	null	http://www.statistics.gr/el/statistics/-/publication/SHE15/2015	null	XLS	null	null	Greece	5090	GR	null	null	null	null	Influenza virus in Greece	http://www.pitt.edu/obc/IDE_0000002075
Demographics and Chikungunya case reports of the Government of Martinique	This website with data contains data about population and Chikungunya from Martinique at country level with a yealy temporal resolution from 2010 to 2014 in PDF format. Open access.	MIDAS-ISG:WS-000234	null	State Services in Martinique	null	null	null	http://www.martinique.pref.gouv.fr/Publications/Rapports-d-activite/RASE-2014	null	PDF	null	null	Martinique	7357	MQ	null	null	null	null	Chikungunya virus in Martinique	http://www.pitt.edu/obc/IDE_0000001610
Demographics and Maternal and Child Health in Ecuador	"This website with data contains data about the maternal and child reproduction health status, chronic noncommunicable diseases, and population from Ecuador at province level in 2012 in Spanish. Temporal resolution is quarterly or yearly, Open access."	MIDAS-ISG:WS-000115	null	The Ministry of Health of Ecuador	null	null	null	http://www.salud.gob.ec/biblioteca/	null	PDF	null	null	Ecuador	5088	EC	null	null	null	null	humans in Ecuador	http://www.pitt.edu/obc/IDE_0000000902
"Demographics and Mortality for Honduras, by WHO, 2001"	This website with data contains data about demographic indicators from Honduras at country level with a yearly temproal resolution in 2001 in HTML format. Open access.	MIDAS-ISG:WS-000163	null	"World Health Organization, PAHO"	null	null	null	http://www1.paho.org/english/sha/prflhon.htm	null	HTML	null	null	Honduras	4970	HN	null	null	null	null	HIV-1 in Honduras	http://www.pitt.edu/obc/IDE_0000004311
Demographics and Social Indicators of the Government of Saint Lucia	"This website contains economic and social status data reports, but no infectious disease data."	MIDAS-ISG:WS-000381	null	The Government of Saint Lucia	null	null	null	http://www.govt.lc/publications/	null	-	null	null	Saint Lucia	5017	LC	null	null	null	null	humans in Saint Lucia	http://www.pitt.edu/obc/IDE_0000000887
"Demographics and Vital Statistcs in France, 1994-2017"	"This database contains data about demographic change, births and deaths in France from 1994 to 2017 year in CSV, dBase, Beyond format. Spatial coverage is country, and spatial resolution is country, municipality. Temporal coverage is 1994-2017, and temporal resolution is yearly, monthly. Open access."	MIDAS-ISG:WS-000132	null	"National Institute of Statistics and Economic Studies, France"	null	null	null	https://www.insee.fr/fr/statistiques?taille=100&debut=0&idprec=2117120&theme=1+2+3&categorie=3+10+19	null	CSV; dBase; Beyond	null	null	France	4998	FR	null	null	null	null	humans in France	http://www.pitt.edu/obc/IDE_0000000904
Demographics and Vital Statistics in Croatia	"This website with data contains data about demographic and vital statistics in Croatia from 2007 to 2016 year in XLSX format. Spatial coverage is country, and spatial resolution is country and county. Temporal coverage is 2007-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000103	null	Croatian Bureau of Statistics	null	null	null	https://www.dzs.hr/default_e.htm	null	XLSX	null	null	Croatia	5057	HR	null	null	null	null	humans in Croatia	http://www.pitt.edu/obc/IDE_0000000878
"Demographics and Vital Statistics in France , 2006-2016"	"This website with data contains data about population structure, births and mortality in France from 2006 to 2016 year in XLS format. Spatial coverage is country, and spatial resolution is country, Temporal coverage is 2006-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000133	null	"INED/ Institue National D'Etudes Demographiques, France"	null	null	null	http://www.ined.fr/fr/tout-savoir-population/chiffres/france/mortalite-cause-deces/causes-deces/#r152	null	XLS	null	null	France	4998	FR	null	null	null	null	humans in France	http://www.pitt.edu/obc/IDE_0000000904
"Demographics and Vital Statistics of the National Institute of Statistics of Spain, 2014-2016"	"This website with data contains data about demographic and vital statistics in Spain from 2014 to 2016 in CSV, XLS and PX format. Spatial coverage is country, and spatial resolution id country, community, province. Temporal coverage is 2014-2016, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000424	null	National Institute of Statistics of Spain	null	null	null	http://www.ine.es/dyngs/INEbase/en/operacion.htm?c=Estadistica_C&cid=1254736176952&menu=resultados&secc=1254736195201&idp=1254735572981	null	CSV; XLS; PX	null	null	Spain	4978	ES	null	null	null	null	humans in Spain	http://www.pitt.edu/obc/IDE_0000000882
Demographics and Vital Statistics of the Statistical Office of Montenegro	"This website with data contains data about demographics, births and deaths in Montenegro from 2000 to 2015 year in XLS format. Spatial coverage is country, and spatial resolution is region. Temporal coverage is 2000-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000249	null	"MONSTAT, Statistical Office of Montenegro"	null	null	null	http://www.monstat.org/eng/page.php?id=234&pageid=48	null	XLS	null	null	Montenegro	5187	ME	null	null	null	null	humans in Montenegro	http://www.pitt.edu/obc/IDE_0000000948
Demographics and Vital Statistics of the Statistical Office of the Slovak Republic.	"This database contains data about demographic and vital statistics in the Slovak Republic from 1996 to 2013 in XLSX, CSV and XML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1996-2013, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000406	null	Statistical Office of the Slovak Republic.	null	null	null	http://udaje.statistics.sk/statdat/index_en.html#	null	XLSX; CSV; XML	null	null	Slovakia	5033	SK	null	null	null	null	humans in Slovakia	http://www.pitt.edu/obc/IDE_0000000897
"Demographics in Honduras, 2008"	This website with data contains data about demographics from Honduras at country level with a yearly temporal resolution in 2008 in HTML format. Open access.	MIDAS-ISG:WS-000164	null	Wikidot	null	null	null	http://hondurashealth.wikidot.com/reports	null	HTML	null	null	Honduras	4970	HN	null	null	null	null	humans in Honduras	http://www.pitt.edu/obc/IDE_0000000867
"Demographics, Immunization Coverage, and Selected Infectious Diseases of the Zimbabwe National Statistics Agency"	"This database contains data about demographic, mortality and selected infectious diseases in Zimbabwe in HTML format. Spatial coverage is country, and spatial resolution is country and province. Temporal coverage varies, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000527	null	"Zimbabwe Statistical Database, Zimbabwe National Statistics Agency"	null	null	null	http://www.zimdat.zimstat.co.zw/zimdat/libraries/aspx/home.aspx	null	HTML	null	null	Zimbabwe	5038	ZW	null	null	null	null	HIV-1 in Zimbabwe	http://www.pitt.edu/obc/IDE_0000004215
"Demographics, Morbidity and Influenza cases by the Ministry of Health of the Republic of Maldives"	"This website with data contains data about Maldives Health Statistics (2011,2013, 2014), Maldives Health Profile (2012, 2013, 2016), Demographic Health Survey 2009 from Maldives at country level with a yearly temporal resolution in PDF format. Open acces to the public."	MIDAS-ISG:WS-000223	null	Ministry of Health of the Republic of Maldives	null	null	null	http://health.gov.mv/Downloads	null	PDF	null	null	Maldives	5037	MV	null	null	null	null	Influenza virus in Maldives	http://www.pitt.edu/obc/IDE_0000002095
"Demographics, Morbidity, Infectious Diseases and Mortality in Cuba"	This website with data contains data about population and mortality in Cuba at country level with a yearly temporal resolution form 1995 to 2016 in PDF format. Open access.	MIDAS-ISG:WS-000104	null	National Information Center of Medical Sciences	null	null	null	http://bvscuba.sld.cu/anuario-estadistico-de-cuba/	null	PDF	null	null	Cuba	5183	CU	null	null	null	null	Mycobacterium tuberculosis in Cuba	http://www.pitt.edu/obc/IDE_0000004529
"Demographics, Morbidity, Mortality and Infectious disease Data of the Agency on Statistics under President of the Republic of Tajikistan, 1991-2015"	"This website with data contains data about yearly demographic, births, deaths, incidences of infectious diseases, tuberculosis, morbidity by ICD in Tajikistan from 2001 to 2015 year in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000440	null	Agency on Statistics under President of the Republic of Tajikistan	null	null	null	http://www.stat.tj/en/database/socio-demographic-sector/	null	XLSX	null	null	Tajikistan	5138	TJ	null	null	null	null	Influenza virus in Tajikistan	http://www.pitt.edu/obc/IDE_0000002030
"Demographics, Mortality and Communicable Diseases of the Ministry of Health and Social Services of Montserrat"	"This website with data contains data about population (2011), mortality (1999-2009), morbidity (1999-2009), communicable diseases (2010) from Montserrat at country level with a yearly resolution in PDF format. Open access."	MIDAS-ISG:WS-000252	null	The Ministry of Health and Social Services of Montserrat	null	null	null	http://www.gov.ms/wp-content/uploads/2012/06/ANNUAL-CMO-REPORT-2011.pdf	null	PDF	null	null	Montserrat	5058	MS	null	null	null	null	HIV-1 in Montserrat	http://www.pitt.edu/obc/IDE_0000004149
"Demographics, Mortality Data and Morbidity including Influenza cases in Wales, 2006-2015"	"This database contains data about cancer, demography, dental and oral health, diseases of the circulatory system, diseases of the digestive system, diseases of the respiratory system (influenza), external causes of morbidity (incidence of influenza) and mortality (mortality due to influenza), hospital admissions, maternity and child health, mortality, substance misuse in Wales 2006-2015 from 2006 to 2015 in HTML, XML, XLSX and CSV format. Spatial coverage is country, spatial resolution is Local Health Board, Local Authority, USOA. Temporal coverage is 2006-2015, and temporal resolution is yearly. Open access."	MIDAS-ISG:WS-000521	null	Health Maps Wales	null	null	null	https://www.healthmapswales.wales.nhs.uk/IAS/dataviews/	null	HTML; XML; XLSX; CSV	null	null	Wales	5019	GB	null	null	null	null	Influenza virus in United Kingdom of Great Britain and Northern Ireland	http://www.pitt.edu/obc/IDE_0000002153
