title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus
Annual Reports on Demographics, Vital Statistics and Notifiable Infectious Diseases of the Government of Mauritius	This website with data contains data about population and vital statistics, maternal and child health, immunizations, notifiable diseases, morbidity, infant and child mortality, mortality (all ages) in Mauritius from 1999 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1999-2015, and temporal resolution is yearly. Open access.	MDC:WS-000237	null	Ministry of Health and Quality of Life of Mauritius	null	null	null	http://health.govmu.org/English/Statistics/Health/Mauritius/Pages/default.aspx	null	PDF	null	null	Mauritius	4976	MU	null	null	null	null
Vital Statistics of the Department of Health Statistics and Information of Chile, 2007-2014	This website with data contains data about births and mortality rates from Chile at country, region and commune level with yearly temporal resolution from 2007 to 2014 in XLSX format in Spanish. Open access.	MDC:WS-000092	null	The Department of Health Statistics and Information of Chile	null	null	null	http://www.deis.cl/estadisticas-de-natalidad-y-mortalidad/	null	XLSX	null	null	Chile	4956	CL	null	null	null	null
Demographics and Chikungunya case reports of the Government of Martinique	This website with data contains data about population and Chikungunya from Martinique at country level with a yealy temporal resolution from 2010 to 2014 in PDF format. Open access.	MDC:WS-000234	null	State Services in Martinique	null	null	null	http://www.martinique.pref.gouv.fr/Publications/Rapports-d-activite/RASE-2014	null	PDF	null	null	Martinique	7357	MQ	null	null	null	null
Population Data of the Ministry of Health of the Republic of Panama, 2005-2017	This website with data contains data about population from Panama at province level from 2005 to 2017 in PDF format in Spanish. Temporal resolution is yearly. Open access.	MDC:WS-000350	null	The Government of Panama	null	null	null	http://www.minsa.gob.pa/informacion-salud/poblacion	null	PDF	null	null	Panama	5074	PA	null	null	null	null
Historical Series of Obligatory Declaration Diseases of the Department of Health Statistics and Information of Chile, 1950 - 2014	This website with data contains data about compulsary notifiable infectious diseases from Chile at country level with yearly temporal resolution from 1950 to 2014 in XLSX format in Spanish. Open access.	MDC:WS-000090	null	The Department of Health Statistics and Information of Chile	null	null	null	http://www.deis.cl/estadisticas-eno/	null	XLSX	null	null	Chile	4956	CL	null	null	null	null
Sentinel-based Surveillance of the Ministry of Health of Peru	Need to login to access data	MDC:WS-000360	null	National Center for Epidemiology, Prevention and Control of Diseases, The Ministry of Health of Peru	null	null	null	http://www.dge.gob.pe/portal/index.php?option=com_content&view=article&id=256&Itemid=279	null	unknown	null	null	Peru	5141	PE	null	null	null	null
Tuberculosis, HIV, and Leprosy cases by WHO	This website with data contains data about infectious disease from Maldives at country level with a yearly temporal resolution from 2002 to 2015 in CVS, XML, and JSON format. Open access.	MDC:WS-000224	null	World Health Organization	null	null	null	http://apps.who.int/gho/data/node.country.country-MDV?lang=en	null	CSV; XML; JSON	null	null	Maldives	5037	MV	null	null	null	null
Demographic Data of the Turkish Statistical Institute	This website with data contains data about demographic, vital statistics in Turkey from 2001 to 2016 year in XLSX format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2001-2016, and temporal resoulation is yearly. Open access.	MDC:WS-000458	null	Turkish Statistical Institute	null	null	null	http://www.turkstat.gov.tr/UstMenu.do?metod=temelist	null	XLSX	null	null	Turkey	5100	TR	null	null	null	null
Annual Statistics on Infectious Diseases by year of the Government of Uzbekistan	This website with data contains data about incidences of selected infectious diseases in Uzbekistan from 2012 to 2014 and cases of gonorrhea and syphilis from 2007 to 2014 year in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2007-2014, 2012-2014, and temporal resolution is yearly.	MDC:WS-000509	null	Medical Portal of the Government of Uzbekistan	null	null	null	http://med.uz/public/statyi/index.php	null	HMTL	null	null	Uzbekistan	5062	UZ	null	null	null	null
Epidemiological Bulletins of the Ministry of Health of Nicaragua	This website with data contains data about weekly surveillance bulletin from Nicaragua at country level in 2017 in PDF format in Spanish. Temporal resolution is weekly. Open access.	MDC:WS-000336	null	Ministry of Health of Nicaragua	null	null	null	http://www.minsa.gob.ni/index.php/repository/Descargas-MINSA/Direcci%C3%B3n-General-Vigilancia-de-la-Salud-P%C3%BAblica/Boletines/Boletines-2017/	null	PDF	null	null	Nicaragua	5070	NI	null	null	null	null
Annual HIV Reports of the Ministry of Health of Peru, 2001-2017	This website with data contains data about HIV / AIDS Newsletter from Peru at province level with a yearly temporal resolution from 2001 to 2017 in PDF format in Spanish. Open access.	MDC:WS-000357	null	National Center for Epidemiology, Prevention and Control of Diseases,The Ministry of Health of Peru	null	null	null	http://www.dge.gob.pe/portal/index.php?option=com_content&view=article&id=362&Itemid=362	null	PDF	null	null	Peru	5141	PE	null	null	null	null
Weekly Epidemiological Bulletins in Colombia	This website with data contains data about weekly epidemiological bulletins from Colombia at province or country level with a weekly temporal resolution from 2006 to 2017 in PDF format in Spanish. Open access.	MDC:WS-000098	null	INS (National Institute of Health) in Colombia	null	null	null	http://www.ins.gov.co/buscador-eventos/Paginas/Vista-Boletin-Epidemilogico.aspx	null	PDF	null	null	Colombia	5076	CO	null	null	null	null
Incidences of HIV in Philippines by the Department of Health of Philippines	This website with data contains data about incidences of HIV in Philippines from 1984 to 2016 and from 2014 to 2016 in HTML and PDF format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 1984-2016, 2014-2016, and temporal resolution is monhtly. Open access.	MDC:WS-000363	null	Epidemiology Bureau, Department of Health in Philippines	null	null	null	http://www.doh.gov.ph/node/7033	null	HTML; PDF	null	null	Philippines	5163	PH	null	null	null	null
Annual Data on Malaria cases of the National Malaria Control Center, 2005	This website with data contains data about notifiable and communicable diseases in Zambia for 2005 year in PDF format. Spatial coverage is country, and spatial resolution is country and province. Temporal coverage is 20052, and temporal resolution is yearly. Open access.	MDC:WS-000525	null	National Malaria Control Centre	null	null	null	http://www.nmcc.org.zm/publications.htm	null	PDF	null	null	Zambia	5066	ZM	null	null	null	null
Key Health Indicators by the Ministry of Health of Saudi Arabia, 2008-2015	This website with data contains data about key health indicators, including basic immunization coverage and incidences of selected infectious diseases in Saudi Arabia from 2018 to 2015 year in HTML format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2008-2015, and temporal resolution is yearly. Open access.	MDC:WS-000387	null	Ministry of Health of Saudi Arabia	null	null	null	http://www.moh.gov.sa/Ministry/Statistics/Indicator/Pages/default.aspx	null	HTML	null	null	Saudi Arabia	4962	SA	null	null	null	null
Annual Statistical Reports on Demographics, Mortality, Vaccination Coverage and Vaccine-preventable Diseases of the Ministry of Health of Saudi Arabia	This website with data contains data about immunization coverage and cases of notifiable infectious diseases in Saudi Arabia from 2005 to 2015 year in PDF format. Spatial coverage is country, and spatial resolution is country and region. Temporal coverage is 2005-2015, and temporal resolution is yearly. Open access.	MDC:WS-000388	null	Ministry of Health of Saudi Arabia	null	null	null	http://www.moh.gov.sa/Ministry/Statistics/book/Pages/default.aspx	null	PDF	null	null	Saudi Arabia	4962	SA	null	null	null	null
Demographics and Vital Statistics in France , 2006-2016	This website with data contains data about population structure, births and mortality in France from 2006 to 2016 year in XLS format. Spatial coverage is country, and spatial resolution is country, Temporal coverage is 2006-2016, and temporal resolution is yearly. Open access.	MDC:WS-000133	null	INED/ Institue National D'Etudes Demographiques, France	null	null	null	http://www.ined.fr/fr/tout-savoir-population/chiffres/france/mortalite-cause-deces/causes-deces/#r152	null	XLS	null	null	France	4998	FR	null	null	null	null
Annual Statistical Reports on health indicators in Belarus	This website with data contains data about demographic, vital statistics, annual incidences of diseases, selected infectious diseases, tuberculosis, HIV/AIDS and STDs in Belarus for 1995-2015 and 2014-2015 year in PDF format. Spatial coverage is country, and spatial resolution is country, region. Temporal coverage is 1995-2015, 2014-2015, and temporal resolution is yearly. Open access.	MDC:WS-000041	null	Ministry of Health of the Republic of Belarus	null	null	null	http://minzdrav.gov.by/ru/static/numbers	null	PDF	null	null	Belarus	4972	BY	null	null	null	null
Health indicators and Mortality Data of the Republic of Serbia	This database contains data about demography and other socio-economic indicators, nortality, morbidity, lifestyles, environment, health resources, use of health services, maternal and child health in the Republic of Serbia from 2000 to 2015 year in ZIP folder. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2000-2015, and temporal resolution is yearly. Open access.	MDC:WS-000394	null	Institute of Public Health of Serbia	null	null	null	http://www.batut.org.rs/download/health_indicators_en_2017.html	null	ZIP	null	null	Serbia	5002	RS	null	null	null	null
Health Indicators and Morbidity by ICD codes of the Federal State Statistics Services of Russia	This website with data contains data about morbidity, maternal and child health, disability in the Russian Federation from 2000 to 2015 year in XLS format. Spatial coverage is country, and spatial resolution is country. Temporal coverage is 2000-2015, and temporal resolution is yearly. Open access.	MDC:WS-000375	null	Federal State Statistics Services of Russia	null	null	null	http://www.gks.ru/wps/wcm/connect/rosstat_main/rosstat/ru/statistics/population/healthcare/#	null	XLS	null	null	Russia	5110	RU	null	null	null	null
Vaccination Coverage Reports of the National Services Scotland, 2011-2016	This website with data contains data about immunization rates in Scotland from 2011 to 2016 in XLSX format. Spatial coverage is country, and spatial resolution is NHS Board, Local Authority. Temporal coverage is 2011-2016, and temporal resolution is quarterly, yearly. Open access.	MDC:WS-000392	null	ISD Scotland, NHS National Services Scotland	null	null	null	http://www.isdscotland.org/Health-Topics/Child-Health/publications/data-tables.asp	null	XLSX	null	null	Scotland	5019	GB	null	null	null	null
